ID	Country	ISO	Admin	Code	Region	Category	Measure	Pop. Targeted	Comments	Non-compliance	Date	Source	Source Type
883	Samoa	WSM			Pacific	Social and economic measures	Emergency administrative structures activated or established	No	A State of Emergency has been declared in Samoa in response to the Corona Virus (COVID-19) global crisis.		20/03/2020	Samoa Govt	Government
884	Samoa	WSM			Pacific	Social distancing	Limit public gatherings	No	There shall be no public gathering of more than 5 people at any public place.		20/03/2020	Samoa Govt	Government
888	Samoa	WSM			Pacific	Lockdown	Partial lockdown	Yes	All persons of the age of 60 and above are to remain at home and must not move out and about in public, unless he or she is seeking medical attention at any health facility.		20/03/2020	Samoa Govt	Government
889	Samoa	WSM			Pacific	Social distancing	Schools closure 	No	All schools are to close until further notice.		20/03/2020	Samoa Govt	Government
891	Samoa	WSM			Pacific	Social distancing	Public services closure 	No	The operation of public transport such as buses and vans that carry more than 5 people are prohibited.		20/03/2020	Samoa Govt	Government
915	Samoa	WSM			Pacific	Movement restrictions	Border closure 	No	All international travelers, travelling to Samoa are prohibited from entering Samoa unless: a) the traveler is a returning citizen or resident of Samoa; and (b) that returning resident or citizen has undergone a has undergone a COVID-19 test 5 days before entering Samoa		20/03/2020	Samoa Govt	Government
1518	Samoa	WSM			Pacific	Social and economic measures	Emergency administrative structures activated or established	No	Samoa Govt activates its National Emergency Operations Centre as part of Samoa’s response to the Coronavirus (COVID-19) global crisis.	Not applicable	21/03/2020	Samoa Govt	Government
1519	Samoa	WSM			Pacific	Social distancing	Public services closure 	Yes	Public buses ordered to cease operation	Not applicable	20/03/2020	Samoa Govt	Government
1520	Samoa	WSM			Pacific	Movement restrictions	International flights suspension	No	The following flights are suspended until further notice – between:_x000D_ (a) Australia_x000D_ (b) Samoa and Tonga;_x000D_ (c) Samoa and Fiji;_x000D_ (d) Samoa and American Samoa.	Not applicable	21/03/2020	Samoa Govt	Government
1521	Samoa	WSM			Pacific	Movement restrictions	Border closure 	Yes	All international travelers, travelling to Samoa are prohibited from entering Samoa unless: (a)the traveler is a returning citizen or resident of Samoa; and (b)that returning resident or citizen has undergone a COVID-19 test 5 days before entering Samoa.	Refusal to enter the country	21/03/2020	Samoa Govt	Government
1522	Samoa	WSM			Pacific	Social distancing	Public services closure 	Yes	Partial shut-down of non-essential services but essential services will remain open. No adjustment should be made to an employee’s salary as a result of the above changes._x000D_ 2. CEOs should make determinations under their special powers to suspend or defer government programs that bring together more than 5 people in one place;_x000D_ 3. All Ministries to encourage the elevated use of telecommunication or social media means to respond to all customer enquiries and to reduce the movement of the general public	Not available	23/03/2020	Samoa Govt	Government
1523	Samoa	WSM			Pacific	Social distancing	Limit public gatherings	Yes	All employees must be provided with an opportunity to work from home where practicable, being 1. Employees aged 60 years+; 2. Employees with underlying medical conditions; 3. Employees affected by the unavailability of public transportation to travel to work; 4. Employees affected by the closure of schools and need to attend their children.	Not applicable	23/03/2020	Samoa Govt	Government
1524	Samoa	WSM			Pacific	Social and economic measures	Economic measures	Yes	Wholesalers and retailers advised to avoid unnecessary price increases of goods and products. Customers are advised to report any unreasonable price increases. 	Not available	23/03/2020	Samoa Govt	Government
2607	Samoa	WSM			Pacific	Lockdown	Partial lockdown	No	Samoa under 2 week lockdown -effective midnight Mar 25 - April 8	Fines	25/03/2020	RNZ	Media
2608	Samoa	WSM			Pacific	Social distancing	Limit public gatherings	No	Under lockdown, public gatherings restricted to no more than five people	Fines	25/03/2020	RNZ	Media
2609	Samoa	WSM			Pacific	Movement restrictions	Domestic travel restrictions	No	under the new lockdown requirements, inter-island passenger travel will be halted from midnight with ferries then only carrying goods and essential services staff.	Not available	25/03/2020	RNZ	Media
2610	Samoa	WSM			Pacific	Movement restrictions	Border closure 	Yes	all fishing boats had now been banned from coming to Samoa effectively closing ports to all vessels except cargo ships bringing goods and petrol.	Refusal to enter the country	25/03/2020	RNZ	Media
2611	Samoa	WSM			Pacific	Public health measures	Health screenings in airports and border crossings	Yes	Vessels bringing fuel and freight into Samoa were still allowed but new security measures apply.	Refusal to enter the country	25/03/2020	RNZ	Media
3399	Samoa	WSM			Pacific	Public health measures	Strengthening the public health system	Yes	The World Bank has delivered over $US5 million in funding to support Samoa's response to the global Covid-19 pandemic. Samoa currently has no confirmed cases of the coronavirus but a State of Emergency is in place across the country.	Not applicable	30/03/2020	RNZ	Media
3400	Samoa	WSM			Pacific	Movement restrictions	International flights suspension	No	Except in exceptional circumstances with Cabinet approval, starting from 12am of Thursday morning, 26 March 2020, all international travel to and from Samoa by plane are ceased.	Not applicable	26/03/2020	Samoa Government	Government
3401	Samoa	WSM			Pacific	Social distancing	Public services closure 	Yes	There shall be no selling of any goods beside roads, street, culverts or footpaths. Children selling goods in public is strictly prohibited.	Not available	30/03/2020	Samoa Government	Government
268	Saudi Arabia	SAU			Middle East	Movement restrictions	International flights suspension	No	all flights to and from Saudi Arabia suspended for two weeks starting 15 March	Not applicable	15/03/2020	Saudi Airline	Government
269	Saudi Arabia	SAU			Middle East	Movement restrictions	Additional health/documents requirements upon arrival	No	all passengers must fill out a health declaration form upon arrival	Not applicable	12/03/2020	Saudi Airline	Government
270	Saudi Arabia	SAU			Middle East	Movement restrictions	International flights suspension	Yes	all Saudi citizens and residents are banned from travelling to Sudan, Ethiopia, South Sudan, Somalia, Kenya, Djibuit, Eritrea)	Not applicable	12/03/2020	Saudi Airline	Government
271	Saudi Arabia	SAU			Middle East	Movement restrictions	Visa restrictions	Yes	all travelers arriving from Sudan, Ethiopia, South Sudan, Somalia, Kenya, Djibuti, Eritrea are banned from entry	Not applicable	12/03/2020	Saudi Airline	Government
279	Saudi Arabia	SAU			Middle East	Public health measures	Awareness campaigns	No	the government calls upon its citizens and residents to avoid gatherings and follow preventive safety measures	Not applicable	14/03/2020	Ministry of Health	Government
284	Saudi Arabia	SAU			Middle East	Movement restrictions	International flights suspension	No	suspension of all flights to and from Sudan, Ethiopia, South Sudan, Somalia, Kenya, Djibouti and Eritrea	Not applicable	12/03/2020	Saudi Airline	Government
285	Saudi Arabia	SAU			Middle East	Movement restrictions	International flights suspension	Yes	all Saudi citizens and residents are banned from travelling to Philippines, India, Pakistan, Sri Lanka, Indonesia)	Not applicable	12/03/2020	Saudi Airline	Government
286	Saudi Arabia	SAU			Middle East	Movement restrictions	Visa restrictions	Yes	all travelers arriving from Phillipins, India, Pakistan, Sri Lanka, Indonesia are banned from entry	Not applicable	12/03/2020	Saudi Airline	Government
287	Saudi Arabia	SAU			Middle East	Movement restrictions	International flights suspension	No	suspension of all flights to EU countries, Switzerland, Philippines, India, Pakistan, Sri Lanka, Indonesia	Not applicable	12/03/2020	Saudi Airline	Government
